temperaturemin,temperaturemax,precipitation,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
48,68,0,8.72,310,23.04,320,38.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
41,73.9,0.05,16.33,230,31.99,240,40.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
33.1,61,0,5.82,90,14.09,110,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,81,0.62,14.32,230,31.99,230,38.92,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
30,66,0,4.47,230,16.11,230,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27,61,0,5.82,110,19.91,110,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,69.1,0,8.5,160,17.9,150,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39,64.9,0.67,10.51,310,21.03,320,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
36,51.1,0,6.04,290,16.11,270,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,57.9,0,9.17,50,19.91,40,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
50,68,0.04,7.83,300,17,300,29.97,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,39.9,0.07,6.93,50,17,50,21.92,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
33.1,71.1,0,5.37,210,17.9,210,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,84.9,0,18.57,230,31.09,200,38.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
34,68,0,7.61,230,21.03,240,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
61,78.1,0.01,15.21,220,31.09,210,40.04,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
53.1,71.1,0.12,3.36,30,12.08,350,16.11,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,66,0.02,4.47,210,14.99,200,17,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
62.1,79,0.73,3.8,240,23.04,240,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
55.9,78.1,0,3.36,170,10.07,220,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55,75,0,3.13,220,12.08,160,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,93,0,7.16,20,14.99,40,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,93,0,11.86,180,19.91,210,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,93.9,0,5.59,230,12.97,230,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,95,0,3.8,50,12.97,30,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,93.9,0.3,6.49,320,14.09,320,25.05,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
69.1,91.9,0,3.8,80,10.07,150,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
60.1,86,0,6.93,90,14.99,290,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
77,102,0,4.7,240,19.91,240,25.05,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
75,102,0,7.16,240,17.9,250,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
69.1,91,0,4.25,230,12.97,200,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,86,0.04,4.25,50,12.97,50,14.09,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
69.1,88,0,7.83,190,14.09,190,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,84.9,0,3.8,170,12.08,170,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,88,0,2.68,210,8.05,220,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,89.1,1.31,8.95,30,21.03,30,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
44.1,72,0,2.24,30,12.97,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,77,0,1.12,360,8.05,360,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
41,66,0,2.24,260,12.08,260,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,71.1,0,0.89,240,8.05,240,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,64.9,0,6.26,230,16.11,210,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,70,0,3.58,210,12.08,220,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,71.1,0.02,8.72,130,17.9,130,25.95,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
44.1,70,0.54,13.42,250,29.08,240,40.94,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
32,55,0,1.12,130,6.93,90,8.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30.9,63,0,0.22,20,6.04,130,8.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
36,52,0,1.12,30,12.08,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
36,57,0.11,6.93,220,23.94,220,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
28,60.1,0,4.25,230,14.09,240,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21,42.1,0,7.61,310,19.91,320,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
42.1,57.9,0.25,4.47,160,16.11,130,23.04,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
51.1,64.9,0.73,5.82,230,31.09,210,36.91,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
60.1,82.9,0.03,6.26,230,16.11,240,23.04,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
48.9,77,0,6.49,220,17.9,220,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,84,0,11.41,230,23.04,230,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55,69.1,0.31,7.83,80,17.9,100,23.94,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
59,77,0,5.14,50,12.08,40,17,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
62.1,90,0,5.37,230,14.99,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57.9,77,0.51,3.8,310,19.91,300,33.11,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
46.9,77,0,3.8,150,10.07,200,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,82.9,0.15,4.25,170,23.94,170,31.09,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
61,81,0,6.71,50,16.11,50,23.04,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
59,77,0,8.72,40,17,50,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
62.1,86,0,4.25,170,14.99,170,17.9,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
66,86,0.35,5.14,110,12.97,110,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
72,89.1,0,7.61,200,23.04,190,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,90,0.11,4.47,240,21.03,210,25.05,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
64.9,88,1.19,7.83,220,23.04,220,31.99,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
55.9,75.9,0,3.13,300,12.08,330,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,81,0,3.13,120,10.07,20,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,86,0,6.26,190,12.97,190,16.11,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,68,0.45,12.75,190,25.05,180,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
50,71.1,0.13,8.05,230,17.9,230,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
30,55,0,7.61,280,23.04,270,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
24.1,51.1,0,3.13,180,12.08,200,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
50,73.9,0,8.5,230,21.03,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
39.9,63,0,7.61,320,14.99,10,21.92,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
30,34,0.44,4.25,50,12.97,40,14.99,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
19.9,50,0,4.03,220,14.99,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19,48,0,7.61,230,23.94,200,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,57,0,3.8,40,12.08,130,14.99,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
42.1,51.1,0.56,6.71,130,16.11,130,21.03,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
34,64.9,0,2.46,240,10.07,270,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,70,0,8.95,230,25.05,230,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,71.1,0,4.25,170,12.97,200,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,81,0,9.17,220,21.03,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,77,0,6.71,80,21.92,90,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
57,86,0,3.8,230,12.97,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
59,77,0.01,9.4,220,21.92,220,25.95,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
60.1,82.9,0.02,6.04,230,14.99,250,21.03,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
32,48,0.12,8.05,260,17.9,260,27.96,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
27,55.9,0,2.91,240,19.91,240,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,84.9,0,9.62,190,17.9,180,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,82.9,0,2.91,20,10.07,20,12.97,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
61,87.1,0,4.03,220,12.97,220,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,69.1,0.01,5.59,50,12.97,10,17.9,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
66,82.9,0.13,7.38,100,14.09,90,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
73,96.1,0,8.05,240,14.09,240,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
62.1,82.9,0.02,2.91,210,12.08,220,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
62.1,84.9,0,3.8,90,12.97,40,17.9,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
64.9,91.9,0,9.62,230,17.9,230,23.04,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
71.1,93.9,0,6.49,270,12.97,260,16.11,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
71.1,93.9,0,7.38,230,17.9,230,21.92,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,84.9,0,7.16,90,14.99,120,17.9,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
66.9,91.9,0,5.14,100,12.97,180,14.99,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
66.9,90,0,6.49,50,17,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73.9,99,0,7.38,220,14.09,220,16.11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
71.1,90,0,5.82,50,12.97,50,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
71.1,93.9,0,5.82,60,12.97,10,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
73,90,0,5.59,60,12.97,120,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
69.1,87.1,0,8.5,50,17.9,40,21.92,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
66,96.1,0,3.36,90,10.07,120,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
69.1,95,0,5.82,150,12.08,150,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
69.1,93,0,5.14,110,14.09,100,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
53.1,75,0,8.05,40,17,40,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,75.9,0,7.61,60,17,90,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66,81,0,5.82,30,14.09,30,17,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
48,80.1,0,6.71,50,16.11,90,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.9,93,0,1.79,180,8.05,170,12.97,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
43,73.9,0,4.7,360,12.97,20,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,75,0,2.01,260,12.08,260,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,80.1,0,3.13,140,10.07,140,17,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
51.1,79,0,2.01,140,8.95,160,12.97,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
54,84,0,3.36,90,8.95,100,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
50,80.1,0,4.7,270,17,270,21.92,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
70,78.1,1.72,6.93,210,21.03,220,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
53.1,78.1,0,4.47,40,19.91,50,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37,66,0.04,7.16,240,16.11,220,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
28,60.1,0,4.25,230,17,210,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
45,66,0,3.36,230,12.08,240,14.09,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
44.1,64,0.06,5.82,220,17.9,210,21.03,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
36,53.1,0,4.92,10,17,20,23.04,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
26.1,45,0,7.61,20,19.91,350,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48.9,72,0,5.14,120,12.08,110,14.99,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
46,66.9,0,3.58,70,8.05,350,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,57.9,0,2.91,90,14.09,80,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,43,0.91,6.93,20,17.9,20,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
55,71.1,0.13,10.74,190,27.96,190,38.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,57.9,1.92,5.59,90,14.09,20,17.9,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
36,57,0,3.58,140,12.08,360,16.11,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
17.1,45,0,6.04,220,16.11,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25,55,0,8.5,220,17.9,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18,33.1,0,6.93,330,16.11,290,21.03,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
37,54,0,3.58,20,8.95,30,12.08,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
30.9,57,0.13,9.84,220,25.05,200,31.09,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
34,55.9,0.92,4.92,300,14.99,310,23.04,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
39,73.9,0,10.29,220,25.95,220,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
37.9,66.9,0,4.92,100,12.97,90,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28,63,0,5.82,220,17,230,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,73.9,0,11.86,200,25.95,220,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46.9,68,0.82,5.14,90,19.91,100,23.04,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
36,51.1,0,6.93,50,17,50,21.03,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
57,81,0,10.74,230,23.94,230,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
41,68,0.06,10.74,40,21.92,30,27.96,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
46,66.9,0,6.04,240,17.9,240,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
32,68,0,3.8,50,16.11,10,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
46,69.1,0.01,6.71,40,17,40,21.92,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
55.9,75.9,0.04,6.49,80,16.11,60,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
37.9,66.9,0,2.91,230,10.07,230,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
55.9,80.1,0,7.16,40,21.92,20,25.05,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,66.9,0.94,8.5,250,21.92,150,29.08,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
46.9,75,0,8.05,230,19.91,220,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
52,75,0,3.8,250,19.91,240,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
54,75,0,6.71,70,14.99,10,19.91,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
55,84,0,10.29,220,19.91,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
63,87.1,0,10.96,230,17.9,230,21.92,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
68,89.1,0,10.29,230,21.03,220,25.05,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
66,88,0,9.62,190,19.91,200,27.96,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
73.9,100,0,3.13,40,12.08,40,14.09,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
73.9,89.1,0,6.04,110,12.97,130,16.11,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
69.1,91,0.41,4.7,220,16.11,230,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
63,91,0,3.13,290,12.97,290,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
72,97,0,8.5,220,14.99,240,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
70,98.1,0,10.29,230,23.94,220,29.08,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
69.1,89.1,0.48,5.82,300,17,300,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
62.1,81,0,4.25,290,12.97,320,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66.9,91.9,0,9.4,230,17,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
70,87.1,0.85,4.47,200,21.03,210,27.96,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
71.1,89.1,0,4.92,190,16.11,190,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
69.1,79,0.53,4.25,30,10.07,40,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
64.9,91,0.6,3.58,150,19.91,160,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
71.1,93,0,3.36,20,12.08,10,14.99,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
72,97,0,2.91,10,10.07,280,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
72,97,0.49,4.47,230,38.92,240,46.98,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
64.9,87.1,0,3.36,40,12.08,350,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66,87.1,0,6.93,220,17,210,21.03,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
70,91.9,0,3.36,40,12.97,330,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
66,93.9,0,2.24,230,14.99,220,19.91,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
70,91,0,4.92,220,14.09,20,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,89.1,0,3.36,170,10.07,180,12.08,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
66.9,95,0,2.91,200,10.07,180,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
71.1,84,3.43,12.3,120,21.03,120,27.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
72,89.1,0.21,3.13,150,12.97,10,14.99,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
69.1,90,0.32,5.59,40,21.92,30,25.05,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
61,90,0,2.68,220,10.07,240,12.97,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64,82,0.47,7.61,60,14.99,90,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
71.1,88,4.72,9.62,50,21.03,310,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
70,87.1,0,6.71,230,14.09,230,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
70,86,0,4.25,230,10.07,230,14.09,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No
55.9,81,0,5.37,40,16.11,50,21.03,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
59,64,0.33,16.55,20,23.94,10,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
64.9,80.1,0.18,3.58,280,8.95,150,12.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
64,75.9,0.29,2.46,150,8.05,120,10.07,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
39,61,0,6.93,40,17.9,30,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
35.1,60.1,0,5.59,40,14.99,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
48,63,0.03,9.84,100,21.03,90,25.05,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
57.9,77,0.02,7.61,210,14.99,230,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
35.1,60.1,0,4.47,20,16.11,340,21.92,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
34,55,0,8.72,300,21.03,310,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30.9,66.9,0,2.91,220,12.08,240,14.99,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
55,57.9,0.13,8.72,40,14.09,30,17.9,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No
55.9,59,0.92,10.51,20,16.11,30,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
39,61,0,4.03,90,12.97,90,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
51.1,66,0.09,4.7,140,14.99,150,23.94,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
32,55,0,3.8,270,12.97,330,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28.9,63,0,2.91,230,10.07,230,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
36,52,0,14.09,220,34.9,220,42.95,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25,43,0,4.47,290,17,270,23.04,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
43,59,0.01,3.36,180,8.05,210,8.95,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
39,60.1,0.02,3.36,270,12.08,360,14.99,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
27,42.1,0.05,6.26,220,14.09,220,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
32,57.9,0,2.01,240,8.05,240,10.07,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
